ID;DatenTypID;DatumZeitID;DatumID;MonatID;DatumTextkurz;DatumKurz;WochentagID;StundenID;Preis;PreisBrutto;PreisMin;PreisMax;PreisMean;PreisMinDauer;PreisMinWartezeit;PreisMinBrutto;PreisMaxBrutto;PreisMeanBrutto;SzenarioTag;SzenarioWoche;;;;;
;;2025120100;;;;;;;0,09296;0,1214961;;;817;Quarter-hourly average price final;;;100,41;2025-12-01T00:00:00+01:00;;;92.96;92,96;;;
;;2025120101;;;;;;;0,08153;0,1125058;;;817;Quarter-hourly average price final;;;92.98;2025-12-01T01:00:00+01:00;;;81.53;81,53;;;
;;2025120102;;;;;;;0,071;0,1093719;;;817;Quarter-hourly average price final;;;90.39;2025-12-01T02:00:00+01:00;;;71;71,00;;;
;;2025120103;;;;;;;0,0699;0,1105819;;;817;Quarter-hourly average price final;;;91.39;2025-12-01T03:00:00+01:00;;;69.9;69,9;;;
;;2025120104;;;;;;;0,075;0,1160753;;;817;Quarter-hourly average price final;;;95.93;2025-12-01T04:00:00+01:00;;;75;75,00;;;
;;2025120105;;;;;;;0,08263;0,1261546;;;817;Quarter-hourly average price final;;;104.26;2025-12-01T05:00:00+01:00;;;82.63;82,63;;;
;;2025120106;;;;;;;0,09507;0,1323377;;;817;Quarter-hourly average price final;;;109.37;2025-12-01T06:00:00+01:00;;;95.07;95,07;;;
;;2025120107;;;;;;;0,10082;0,1435544;;;817;Quarter-hourly average price final;;;118.64;2025-12-01T07:00:00+01:00;;;100.82;100,82;;;
;;2025120108;;;;;;;0,12501;0,1510564;;;817;Quarter-hourly average price final;;;124.84;2025-12-01T08:00:00+01:00;;;125.01;125,01;;;
;;2025120109;;;;;;;0,11804;0,1322893;;;817;Quarter-hourly average price final;;;109.33;2025-12-01T09:00:00+01:00;;;118.04;118,04;;;
;;2025120110;;;;;;;0,088;0,1122517;;;817;Quarter-hourly average price final;;;92.77;2025-12-01T10:00:00+01:00;;;88;88,00;;;
;;2025120111;;;;;;;0,07;0,1026564;;;817;Quarter-hourly average price final;;;84.84;2025-12-01T11:00:00+01:00;;;70;70,00;;;
;;2025120112;;;;;;;0,07182;0,1048344;;;817;Quarter-hourly average price final;;;86.64;2025-12-01T12:00:00+01:00;;;71.82;71,82;;;
;;2025120113;;;;;;;0,06972;0,1035881;;;817;Quarter-hourly average price final;;;85.61;2025-12-01T13:00:00+01:00;;;69.72;69,72;;;
;;2025120114;;;;;;;0,06972;0,1028379;;;817;Quarter-hourly average price final;;;84.99;2025-12-01T14:00:00+01:00;;;69.72;69,72;;;
;;2025120115;;;;;;;0,07037;0,106238;;;817;Quarter-hourly average price final;;;87.8;2025-12-01T15:00:00+01:00;;;70.37;70,37;;;
;;2025120116;;;;;;;0,07035;0,1184227;;;817;Quarter-hourly average price final;;;97.87;2025-12-01T16:00:00+01:00;;;70.35;70,35;;;
;;2025120117;;;;;;;0,08744;0,1294216;;;817;Quarter-hourly average price final;;;106.96;2025-12-01T17:00:00+01:00;;;87.44;87,44;;;
;;2025120118;;;;;;;0,10208;0,1424533;;;817;Quarter-hourly average price final;;;117.73;2025-12-01T18:00:00+01:00;;;102.08;102,08;;;
;;2025120119;;;;;;;0,12;0,1618617;;;817;Quarter-hourly average price final;;;133.77;2025-12-01T19:00:00+01:00;;;120;120,00;;;
;;2025120120;;;;;;;0,13035;0,1775554;;;817;Quarter-hourly average price final;;;146.74;2025-12-01T20:00:00+01:00;;;130.35;130,35;;;
;;2025120121;;;;;;;0,15968;0,1792373;;;817;Quarter-hourly average price final;;;148.13;2025-12-01T21:00:00+01:00;;;159.68;159,68;;;
;;2025120122;;;;;;;0,12382;0,1455509;;;817;Quarter-hourly average price final;;;120.29;2025-12-01T22:00:00+01:00;;;123.82;123,82;;;
;;2025120123;;;;;;;0,10058;0,1214719;;;817;Quarter-hourly average price final;;;100.39;2025-12-01T23:00:00+01:00;;;100.58;100,58;;;
;;2025120200;;;;;;;0,08254;0,1056814;;;817;Quarter-hourly average price final;;;87.34;2025-12-02T00:00:00+01:00;;;82.54;82,54;;;
;;2025120201;;;;;;;0,08035;0,1044351;;;817;Quarter-hourly average price final;;;86.31;2025-12-02T01:00:00+01:00;;;80.35;80,35;;;
;;2025120202;;;;;;;0,075;0,1008293;;;817;Quarter-hourly average price final;;;83.33;2025-12-02T02:00:00+01:00;;;75;75,00;;;
;;2025120203;;;;;;;0,07;0,0982641;;;817;Quarter-hourly average price final;;;81.21;2025-12-02T03:00:00+01:00;;;70;70,00;;;
;;2025120204;;;;;;;0,06791;0,0974171;;;817;Quarter-hourly average price final;;;80.51;2025-12-02T04:00:00+01:00;;;67.91;67,91;;;
;;2025120205;;;;;;;0,06737;0,0986876;;;817;Quarter-hourly average price final;;;81.56;2025-12-02T05:00:00+01:00;;;67.37;67,37;;;
;;2025120206;;;;;;;0,0712;0,1090452;;;817;Quarter-hourly average price final;;;90.12;2025-12-02T06:00:00+01:00;;;71.2;71,2;;;
;;2025120207;;;;;;;0,085;0,1214719;;;817;Quarter-hourly average price final;;;100.39;2025-12-02T07:00:00+01:00;;;85;85,00;;;
;;2025120208;;;;;;;0,09507;0,1344552;;;817;Quarter-hourly average price final;;;111.12;2025-12-02T08:00:00+01:00;;;95.07;95,07;;;
;;2025120209;;;;;;;0,0963;0,128986;;;817;Quarter-hourly average price final;;;106.6;2025-12-02T09:00:00+01:00;;;96.3;96,3;;;
;;2025120210;;;;;;;0,09063;0,1136311;;;817;Quarter-hourly average price final;;;93.91;2025-12-02T10:00:00+01:00;;;90.63;90,63;;;
;;2025120211;;;;;;;0,086;0,112288;;;817;Quarter-hourly average price final;;;92.8;2025-12-02T11:00:00+01:00;;;86;86,00;;;
;;2025120212;;;;;;;0,08254;0,1110417;;;817;Quarter-hourly average price final;;;91.77;2025-12-02T12:00:00+01:00;;;82.54;82,54;;;
;;2025120213;;;;;;;0,07813;0,1040237;;;817;Quarter-hourly average price final;;;85.97;2025-12-02T13:00:00+01:00;;;78.13;78,13;;;
;;2025120214;;;;;;;0,071;0,1022329;;;817;Quarter-hourly average price final;;;84.49;2025-12-02T14:00:00+01:00;;;71;71,00;;;
;;2025120215;;;;;;;0,07635;0,1123001;;;817;Quarter-hourly average price final;;;92.81;2025-12-02T15:00:00+01:00;;;76.35;76,35;;;
;;2025120216;;;;;;;0,08053;0,117128;;;817;Quarter-hourly average price final;;;96.8;2025-12-02T16:00:00+01:00;;;80.53;80,53;;;
;;2025120217;;;;;;;0,09558;0,1532465;;;817;Quarter-hourly average price final;;;126.65;2025-12-02T17:00:00+01:00;;;95.58;95,58;;;
;;2025120218;;;;;;;0,10963;0,1732236;;;817;Quarter-hourly average price final;;;143.16;2025-12-02T18:00:00+01:00;;;109.63;109,63;;;
;;2025120219;;;;;;;0,12725;0,1713844;;;817;Quarter-hourly average price final;;;141.64;2025-12-02T19:00:00+01:00;;;127.25;127,25;;;
;;2025120220;;;;;;;0,12382;0,1641244;;;817;Quarter-hourly average price final;;;135.64;2025-12-02T20:00:00+01:00;;;123.82;123,82;;;
;;2025120221;;;;;;;0,11316;0,143264;;;817;Quarter-hourly average price final;;;118.4;2025-12-02T21:00:00+01:00;;;113.16;113,16;;;
;;2025120222;;;;;;;0,09798;0,1256948;;;817;Quarter-hourly average price final;;;103.88;2025-12-02T22:00:00+01:00;;;97.98;97,98;;;
;;2025120223;;;;;;;0,09507;0,1128446;;;817;Quarter-hourly average price final;;;93.26;2025-12-02T23:00:00+01:00;;;95.07;95,07;;;
;;2025120300;;;;;;;0,09207;0,1142966;;;817;Quarter-hourly average price final;;;94.46;2025-12-03T00:00:00+01:00;;;92.07;92,07;;;
;;2025120301;;;;;;;0,08121;0,1086459;;;817;Quarter-hourly average price final;;;89.79;2025-12-03T01:00:00+01:00;;;81.21;81,21;;;
;;2025120302;;;;;;;0,07874;0,1020272;;;817;Quarter-hourly average price final;;;84.32;2025-12-03T02:00:00+01:00;;;78.74;78,74;;;
;;2025120303;;;;;;;0,07027;0,0967758;;;817;Quarter-hourly average price final;;;79.98;2025-12-03T03:00:00+01:00;;;70.27;70,27;;;
;;2025120304;;;;;;;0,06724;0,096679;;;817;Quarter-hourly average price final;;;79.9;2025-12-03T04:00:00+01:00;;;67.24;67,24;;;
;;2025120305;;;;;;;0,07015;0,1000307;;;817;Quarter-hourly average price final;;;82.67;2025-12-03T05:00:00+01:00;;;70.15;70,15;;;
;;2025120306;;;;;;;0,07134;0,1050522;;;817;Quarter-hourly average price final;;;86.82;2025-12-03T06:00:00+01:00;;;71.34;71,34;;;
;;2025120307;;;;;;;0,0854;0,1261667;;;817;Quarter-hourly average price final;;;104.27;2025-12-03T07:00:00+01:00;;;85.4;85,4;;;
;;2025120308;;;;;;;0,10343;0,1391016;;;817;Quarter-hourly average price final;;;114.96;2025-12-03T08:00:00+01:00;;;103.43;103,43;;;
;;2025120309;;;;;;;0,0964;0,1183864;;;817;Quarter-hourly average price final;;;97.84;2025-12-03T09:00:00+01:00;;;96.4;96,4;;;
;;2025120310;;;;;;;0,0775;0,0958441;;;817;Quarter-hourly average price final;;;79.21;2025-12-03T10:00:00+01:00;;;77.5;77,5;;;
;;2025120311;;;;;;;0,05;0,0686796;;;817;Quarter-hourly average price final;;;56.76;2025-12-03T11:00:00+01:00;;;50;50,00;;;
;;2025120312;;;;;;;0,02554;0,0544137;;;817;Quarter-hourly average price final;;;44.97;2025-12-03T12:00:00+01:00;;;25.54;25,54;;;
;;2025120313;;;;;;;0,01657;0,0498157;;;817;Quarter-hourly average price final;;;41.17;2025-12-03T13:00:00+01:00;;;16.57;16,57;;;
;;2025120314;;;;;;;0,014;0,0469117;;;817;Quarter-hourly average price final;;;38.77;2025-12-03T14:00:00+01:00;;;14;14,00;;;
;;2025120315;;;;;;;0,01668;0,0628111;;;817;Quarter-hourly average price final;;;51.91;2025-12-03T15:00:00+01:00;;;16.68;16,68;;;
;;2025120316;;;;;;;0,04056;0,0963886;;;817;Quarter-hourly average price final;;;79.66;2025-12-03T16:00:00+01:00;;;40.56;40,56;;;
;;2025120317;;;;;;;0,07636;0,1225004;;;817;Quarter-hourly average price final;;;101.24;2025-12-03T17:00:00+01:00;;;76.36;76,36;;;
;;2025120318;;;;;;;0,09654;0,1375044;;;817;Quarter-hourly average price final;;;113.64;2025-12-03T18:00:00+01:00;;;96.54;96,54;;;
;;2025120319;;;;;;;0,09839;0,1412796;;;817;Quarter-hourly average price final;;;116.76;2025-12-03T19:00:00+01:00;;;98.39;98,39;;;
;;2025120320;;;;;;;0,09839;0,1410376;;;817;Quarter-hourly average price final;;;116.56;2025-12-03T20:00:00+01:00;;;98.39;98,39;;;
;;2025120321;;;;;;;0,0933;0,1280906;;;817;Quarter-hourly average price final;;;105.86;2025-12-03T21:00:00+01:00;;;93.3;93,3;;;
;;2025120322;;;;;;;0,09;0,1211815;;;817;Quarter-hourly average price final;;;100.15;2025-12-03T22:00:00+01:00;;;90;90,00;;;
;;2025120323;;;;;;;0,08484;0,1091783;;;817;Quarter-hourly average price final;;;90.23;2025-12-03T23:00:00+01:00;;;84.84;84,84;;;
;;2025120400;;;;;;;0,07;0,0935209;;;817;Quarter-hourly average price final;;;77.29;2025-12-04T00:00:00+01:00;;;70;70,00;;;
;;2025120401;;;;;;;0,064;0,086394;;;817;Quarter-hourly average price final;;;71.4;2025-12-04T01:00:00+01:00;;;64;64,00;;;
;;2025120402;;;;;;;0,0549;0,0780934;;;817;Quarter-hourly average price final;;;64.54;2025-12-04T02:00:00+01:00;;;54.9;54,9;;;
;;2025120403;;;;;;;0,05033;0,0733018;;;817;Quarter-hourly average price final;;;60.58;2025-12-04T03:00:00+01:00;;;50.33;50,33;;;
;;2025120404;;;;;;;0,03589;0,0665016;;;817;Quarter-hourly average price final;;;54.96;2025-12-04T04:00:00+01:00;;;35.89;35,89;;;
;;2025120405;;;;;;;0,0425;0,0759033;;;817;Quarter-hourly average price final;;;62.73;2025-12-04T05:00:00+01:00;;;42.5;42,5;;;
;;2025120406;;;;;;;0,0549;0,089782;;;817;Quarter-hourly average price final;;;74.2;2025-12-04T06:00:00+01:00;;;54.9;54,9;;;
;;2025120407;;;;;;;0,07;0,1090452;;;817;Quarter-hourly average price final;;;90.12;2025-12-04T07:00:00+01:00;;;70;70,00;;;
;;2025120408;;;;;;;0,08531;0,1187857;;;817;Quarter-hourly average price final;;;98.17;2025-12-04T08:00:00+01:00;;;85.31;85,31;;;
;;2025120409;;;;;;;0,084;0,1110175;;;817;Quarter-hourly average price final;;;91.75;2025-12-04T09:00:00+01:00;;;84;84,00;;;
;;2025120410;;;;;;;0,07308;0,0990385;;;817;Quarter-hourly average price final;;;81.85;2025-12-04T10:00:00+01:00;;;73.08;73,08;;;
;;2025120411;;;;;;;0,0652;0,0928312;;;817;Quarter-hourly average price final;;;76.72;2025-12-04T11:00:00+01:00;;;65.2;65,2;;;
;;2025120412;;;;;;;0,05237;0,085789;;;817;Quarter-hourly average price final;;;70.9;2025-12-04T12:00:00+01:00;;;52.37;52,37;;;
;;2025120413;;;;;;;0,05;0,0816629;;;817;Quarter-hourly average price final;;;67.49;2025-12-04T13:00:00+01:00;;;50;50,00;;;
;;2025120414;;;;;;;0,044;0,0798842;;;817;Quarter-hourly average price final;;;66.02;2025-12-04T14:00:00+01:00;;;44;44,00;;;
;;2025120415;;;;;;;0,05185;0,0868901;;;817;Quarter-hourly average price final;;;71.81;2025-12-04T15:00:00+01:00;;;51.85;51,85;;;
;;2025120416;;;;;;;0,0549;0,1009866;;;817;Quarter-hourly average price final;;;83.46;2025-12-04T16:00:00+01:00;;;54.9;54,9;;;
;;2025120417;;;;;;;0,0719;0,1157244;;;817;Quarter-hourly average price final;;;95.64;2025-12-04T17:00:00+01:00;;;71.9;71,9;;;
;;2025120418;;;;;;;0,08085;0,1221858;;;817;Quarter-hourly average price final;;;100.98;2025-12-04T18:00:00+01:00;;;80.85;80,85;;;
;;2025120419;;;;;;;0,0871;0,1295426;;;817;Quarter-hourly average price final;;;107.06;2025-12-04T19:00:00+01:00;;;87.1;87,1;;;
;;2025120420;;;;;;;0,09;0,1305348;;;817;Quarter-hourly average price final;;;107.88;2025-12-04T20:00:00+01:00;;;90;90,00;;;
;;2025120421;;;;;;;0,08604;0,1319142;;;817;Quarter-hourly average price final;;;109.02;2025-12-04T21:00:00+01:00;;;86.04;86,04;;;
;;2025120422;;;;;;;0,0839;0,1205644;;;817;Quarter-hourly average price final;;;99.64;2025-12-04T22:00:00+01:00;;;83.9;83,9;;;
;;2025120423;;;;;;;0,07308;0,0946946;;;817;Quarter-hourly average price final;;;78.26;2025-12-04T23:00:00+01:00;;;73.08;73,08;;;
;;2025120500;;;;;;;0,07608;0,1036486;;;817;Quarter-hourly average price final;;;85.66;2025-12-05T00:00:00+01:00;;;76.08;76,08;;;
;;2025120501;;;;;;;0,07;0,0883542;;;817;Quarter-hourly average price final;;;73.02;2025-12-05T01:00:00+01:00;;;70;70,00;;;
;;2025120502;;;;;;;0,0569;0,0842765;;;817;Quarter-hourly average price final;;;69.65;2025-12-05T02:00:00+01:00;;;56.9;56,9;;;
;;2025120503;;;;;;;0,05541;0,0841797;;;817;Quarter-hourly average price final;;;69.57;2025-12-05T03:00:00+01:00;;;55.41;55,41;;;
;;2025120504;;;;;;;0,0542;0,0840587;;;817;Quarter-hourly average price final;;;69.47;2025-12-05T04:00:00+01:00;;;54.2;54,2;;;
;;2025120505;;;;;;;0,0565;0,0880275;;;817;Quarter-hourly average price final;;;72.75;2025-12-05T05:00:00+01:00;;;56.5;56,5;;;
;;2025120506;;;;;;;0,06188;0,0999944;;;817;Quarter-hourly average price final;;;82.64;2025-12-05T06:00:00+01:00;;;61.88;61,88;;;
;;2025120507;;;;;;;0,07474;0,1117798;;;817;Quarter-hourly average price final;;;92.38;2025-12-05T07:00:00+01:00;;;74.74;74,74;;;
;;2025120508;;;;;;;0,08674;0,1254528;;;817;Quarter-hourly average price final;;;103.68;2025-12-05T08:00:00+01:00;;;86.74;86,74;;;
;;2025120509;;;;;;;0,08738;0,1214719;;;817;Quarter-hourly average price final;;;100.39;2025-12-05T09:00:00+01:00;;;87.38;87,38;;;
;;2025120510;;;;;;;0,08785;0,1142119;;;817;Quarter-hourly average price final;;;94.39;2025-12-05T10:00:00+01:00;;;87.85;87,85;;;
;;2025120511;;;;;;;0,07671;0,1062622;;;817;Quarter-hourly average price final;;;87.82;2025-12-05T11:00:00+01:00;;;76.71;76,71;;;
;;2025120512;;;;;;;0,07234;0,0953117;;;817;Quarter-hourly average price final;;;78.77;2025-12-05T12:00:00+01:00;;;72.34;72,34;;;
;;2025120513;;;;;;;0,05652;0,0858374;;;817;Quarter-hourly average price final;;;70.94;2025-12-05T13:00:00+01:00;;;56.52;56,52;;;
;;2025120514;;;;;;;0,0535;0,0840708;;;817;Quarter-hourly average price final;;;69.48;2025-12-05T14:00:00+01:00;;;53.5;53,5;;;
;;2025120515;;;;;;;0,06;0,0991958;;;817;Quarter-hourly average price final;;;81.98;2025-12-05T15:00:00+01:00;;;60;60,00;;;
;;2025120516;;;;;;;0,07234;0,1119008;;;817;Quarter-hourly average price final;;;92.48;2025-12-05T16:00:00+01:00;;;72.34;72,34;;;
;;2025120517;;;;;;;0,08131;0,1227787;;;817;Quarter-hourly average price final;;;101.47;2025-12-05T17:00:00+01:00;;;81.31;81,31;;;
;;2025120518;;;;;;;0,08643;0,1269653;;;817;Quarter-hourly average price final;;;104.93;2025-12-05T18:00:00+01:00;;;86.43;86,43;;;
;;2025120519;;;;;;;0,08238;0,1210847;;;817;Quarter-hourly average price final;;;100.07;2025-12-05T19:00:00+01:00;;;82.38;82,38;;;
;;2025120520;;;;;;;0,08131;0,1158454;;;817;Quarter-hourly average price final;;;95.74;2025-12-05T20:00:00+01:00;;;81.31;81,31;;;
;;2025120521;;;;;;;0,07776;0,104423;;;817;Quarter-hourly average price final;;;86.3;2025-12-05T21:00:00+01:00;;;77.76;77,76;;;
;;2025120522;;;;;;;0,07043;0,0966306;;;817;Quarter-hourly average price final;;;79.86;2025-12-05T22:00:00+01:00;;;70.43;70,43;;;
;;2025120523;;;;;;;0,0616;0,0814572;;;817;Quarter-hourly average price final;;;67.32;2025-12-05T23:00:00+01:00;;;61.6;61,6;;;
;;2025120600;;;;;;;0,04859;0,0638154;;;817;Quarter-hourly average price final;;;52.74;2025-12-06T00:00:00+01:00;;;48.59;48,59;;;
;;2025120601;;;;;;;0,02307;0,0540265;;;817;Quarter-hourly average price final;;;44.65;2025-12-06T01:00:00+01:00;;;23. Jul;23,07;;;
;;2025120602;;;;;;;0,02503;0,0516549;;;817;Quarter-hourly average price final;;;42.69;2025-12-06T02:00:00+01:00;;;25. Mrz;25,03;;;
;;2025120603;;;;;;;0,01657;0,0499609;;;817;Quarter-hourly average price final;;;41.29;2025-12-06T03:00:00+01:00;;;16.57;16,57;;;
;;2025120604;;;;;;;0,014;0,0428461;;;817;Quarter-hourly average price final;;;35.41;2025-12-06T04:00:00+01:00;;;14;14,00;;;
;;2025120605;;;;;;;0,0011;0,0437173;;;817;Quarter-hourly average price final;;;36.13;2025-12-06T05:00:00+01:00;;;Okt 94;1,10;;;
;;2025120606;;;;;;;0,01668;0,048763;;;817;Quarter-hourly average price final;;;40.3;2025-12-06T06:00:00+01:00;;;16.68;16,68;;;
;;2025120607;;;;;;;0,01836;0,0555995;;;817;Quarter-hourly average price final;;;45.95;2025-12-06T07:00:00+01:00;;;18.36;18,36;;;
;;2025120608;;;;;;;0,01995;0,0621335;;;817;Quarter-hourly average price final;;;51.35;2025-12-06T08:00:00+01:00;;;19.95;19,95;;;
;;2025120609;;;;;;;0,03501;0,0679173;;;817;Quarter-hourly average price final;;;56.13;2025-12-06T09:00:00+01:00;;;35.01;35,01;;;
;;2025120610;;;;;;;0,032;0,0606331;;;817;Quarter-hourly average price final;;;50.11;2025-12-06T10:00:00+01:00;;;32;32,00;;;
;;2025120611;;;;;;;0,02;0,0534215;;;817;Quarter-hourly average price final;;;44.15;2025-12-06T11:00:00+01:00;;;20;20,00;;;
;;2025120612;;;;;;;0,01955;0,0527802;;;817;Quarter-hourly average price final;;;43.62;2025-12-06T12:00:00+01:00;;;19.55;19,55;;;
;;2025120613;;;;;;;0,01664;0,0485452;;;817;Quarter-hourly average price final;;;40.12;2025-12-06T13:00:00+01:00;;;16.64;16,64;;;
;;2025120614;;;;;;;0,01396;0,0480854;;;817;Quarter-hourly average price final;;;39.74;2025-12-06T14:00:00+01:00;;;13.96;13,96;;;
;;2025120615;;;;;;;0,01395;0,0523325;;;817;Quarter-hourly average price final;;;43.25;2025-12-06T15:00:00+01:00;;;13.95;13,95;;;
;;2025120616;;;;;;;0,02077;0,066066;;;817;Quarter-hourly average price final;;;54.6;2025-12-06T16:00:00+01:00;;;20.77;20,77;;;
;;2025120617;;;;;;;0,04595;0,0853534;;;817;Quarter-hourly average price final;;;70.54;2025-12-06T17:00:00+01:00;;;45.95;45,95;;;
;;2025120618;;;;;;;0,0547;0,0897094;;;817;Quarter-hourly average price final;;;74.14;2025-12-06T18:00:00+01:00;;;54.7;54,7;;;
;;2025120619;;;;;;;0,06237;0,0959288;;;817;Quarter-hourly average price final;;;79.28;2025-12-06T19:00:00+01:00;;;62.37;62,37;;;
;;2025120620;;;;;;;0,06863;0,1026806;;;817;Quarter-hourly average price final;;;84.86;2025-12-06T20:00:00+01:00;;;68.63;68,63;;;
;;2025120621;;;;;;;0,07124;0,0997161;;;817;Quarter-hourly average price final;;;82.41;2025-12-06T21:00:00+01:00;;;71.24;71,24;;;
;;2025120622;;;;;;;0,07464;0,0952028;;;817;Quarter-hourly average price final;;;78.68;2025-12-06T22:00:00+01:00;;;74.64;74,64;;;
;;2025120623;;;;;;;0,05516;0,0787226;;;817;Quarter-hourly average price final;;;65.06;2025-12-06T23:00:00+01:00;;;55.16;55,16;;;
;;2025120700;;;;;;;0,04;0,0683166;;;817;Quarter-hourly average price final;;;56.46;2025-12-07T00:00:00+01:00;;;40;40,00;;;
;;2025120701;;;;;;;0,027;0,0579711;;;817;Quarter-hourly average price final;;;47.91;2025-12-07T01:00:00+01:00;;;27;27,00;;;
;;2025120702;;;;;;;0,025;0,0637186;;;817;Quarter-hourly average price final;;;52.66;2025-12-07T02:00:00+01:00;;;25;25,00;;;
