ID;DatenTypID;DatumZeitID;DatumID;MonatID;DatumTextkurz;DatumKurz;WochentagID;StundenID;Preis;PreisBrutto;PreisMin;PreisMax;PreisMean;PreisMinDauer;PreisMinWartezeit;PreisMinBrutto;PreisMaxBrutto;PreisMeanBrutto;SzenarioTag;SzenarioWoche;;;;;
;;2025122519;;;;;;;0,0916;0,1336566;;;817;Quarter-hourly average price final;;;110.46;2025-12-25T19:00:00+01:00;;;91.6;91,6;;;
;;2025122520;;;;;;;0,09565;0,1373713;;;817;Quarter-hourly average price final;;;113.53;2025-12-25T20:00:00+01:00;;;95.65;95,65;;;
;;2025122521;;;;;;;0,10011;0,1340922;;;817;Quarter-hourly average price final;;;110.82;2025-12-25T21:00:00+01:00;;;100.11;100,11;;;
;;2025122522;;;;;;;0,09476;0,1239282;;;817;Quarter-hourly average price final;;;102.42;2025-12-25T22:00:00+01:00;;;94.76;94,76;;;
;;2025122523;;;;;;;0,09253;0,1205402;;;817;Quarter-hourly average price final;;;99.62;2025-12-25T23:00:00+01:00;;;92.53;92,53;;;
;;2025122600;;;;;;;0,10645;0,1338744;;;817;Quarter-hourly average price final;;;110.64;2025-12-26T00:00:00+01:00;;;106.45;106,45;;;
;;2025122601;;;;;;;0,09566;0,1295668;;;817;Quarter-hourly average price final;;;107.08;2025-12-26T01:00:00+01:00;;;95.66;95,66;;;
;;2025122602;;;;;;;0,09074;0,1264692;;;817;Quarter-hourly average price final;;;104.52;2025-12-26T02:00:00+01:00;;;90.74;90,74;;;
;;2025122603;;;;;;;0,085;0,1252471;;;817;Quarter-hourly average price final;;;103.51;2025-12-26T03:00:00+01:00;;;85;85,00;;;
;;2025122604;;;;;;;0,0751;0,1202014;;;817;Quarter-hourly average price final;;;99.34;2025-12-26T04:00:00+01:00;;;75.1;75,1;;;
;;2025122605;;;;;;;0,06991;0,1205523;;;817;Quarter-hourly average price final;;;99.63;2025-12-26T05:00:00+01:00;;;69.91;69,91;;;
;;2025122606;;;;;;;0,07537;0,1274009;;;817;Quarter-hourly average price final;;;105.29;2025-12-26T06:00:00+01:00;;;75.37;75,37;;;
;;2025122607;;;;;;;0,08682;0,1304259;;;817;Quarter-hourly average price final;;;107.79;2025-12-26T07:00:00+01:00;;;86.82;86,82;;;
;;2025122608;;;;;;;0,09122;0,135883;;;817;Quarter-hourly average price final;;;112.3;2025-12-26T08:00:00+01:00;;;91.22;91,22;;;
;;2025122609;;;;;;;0,09973;0,1315028;;;817;Quarter-hourly average price final;;;108.68;2025-12-26T09:00:00+01:00;;;99.73;99,73;;;
;;2025122610;;;;;;;0,096;0,1180113;;;817;Quarter-hourly average price final;;;97.53;2025-12-26T10:00:00+01:00;;;96;96,00;;;
;;2025122611;;;;;;;0,089;0,1123606;;;817;Quarter-hourly average price final;;;92.86;2025-12-26T11:00:00+01:00;;;89;89,00;;;
;;2025122612;;;;;;;0,08311;0,1100979;;;817;Quarter-hourly average price final;;;90.99;2025-12-26T12:00:00+01:00;;;83.11;83,11;;;
;;2025122613;;;;;;;0,08;0,1077263;;;817;Quarter-hourly average price final;;;89.03;2025-12-26T13:00:00+01:00;;;80;80,00;;;
;;2025122614;;;;;;;0,075;0,1048949;;;817;Quarter-hourly average price final;;;86.69;2025-12-26T14:00:00+01:00;;;75;75,00;;;
;;2025122615;;;;;;;0,07388;0,1072665;;;817;Quarter-hourly average price final;;;88.65;2025-12-26T15:00:00+01:00;;;73.88;73,88;;;
;;2025122616;;;;;;;0,07895;0,1174547;;;817;Quarter-hourly average price final;;;97.07;2025-12-26T16:00:00+01:00;;;78.95;78,95;;;
;;2025122617;;;;;;;0,085;0,1346851;;;817;Quarter-hourly average price final;;;111.31;2025-12-26T17:00:00+01:00;;;85;85,00;;;
;;2025122618;;;;;;;0,09594;0,1400454;;;817;Quarter-hourly average price final;;;115.74;2025-12-26T18:00:00+01:00;;;95.94;95,94;;;
;;2025122619;;;;;;;0,1;0,1412917;;;817;Quarter-hourly average price final;;;116.77;2025-12-26T19:00:00+01:00;;;100;100,00;;;
;;2025122620;;;;;;;0,107;0,1528109;;;817;Quarter-hourly average price final;;;126.29;2025-12-26T20:00:00+01:00;;;107;107,00;;;
;;2025122621;;;;;;;0,11983;0,1498464;;;817;Quarter-hourly average price final;;;123.84;2025-12-26T21:00:00+01:00;;;119.83;119,83;;;
;;2025122622;;;;;;;0,10001;0,1395735;;;817;Quarter-hourly average price final;;;115.35;2025-12-26T22:00:00+01:00;;;100.01;100,01;;;
;;2025122623;;;;;;;0,09436;0,1229602;;;817;Quarter-hourly average price final;;;101.62;2025-12-26T23:00:00+01:00;;;94.36;94,36;;;
;;2025122700;;;;;;;0,10154;0,1299419;;;817;Quarter-hourly average price final;;;107.39;2025-12-27T00:00:00+01:00;;;101.54;101,54;;;
;;2025122701;;;;;;;0,09202;0,1273404;;;817;Quarter-hourly average price final;;;105.24;2025-12-27T01:00:00+01:00;;;92.02;92,02;;;
;;2025122702;;;;;;;0,08861;0,1203345;;;817;Quarter-hourly average price final;;;99.45;2025-12-27T02:00:00+01:00;;;88.61;88,61;;;
;;2025122703;;;;;;;0,07484;0,112772;;;817;Quarter-hourly average price final;;;93.2;2025-12-27T03:00:00+01:00;;;74.84;74,84;;;
;;2025122704;;;;;;;0,07002;0,1113926;;;817;Quarter-hourly average price final;;;92.06;2025-12-27T04:00:00+01:00;;;70.02;70,02;;;
;;2025122705;;;;;;;0,06914;0,111804;;;817;Quarter-hourly average price final;;;92.4;2025-12-27T05:00:00+01:00;;;69.14;69,14;;;
;;2025122706;;;;;;;0,06901;0,1101584;;;817;Quarter-hourly average price final;;;91.04;2025-12-27T06:00:00+01:00;;;69.01;69,01;;;
;;2025122707;;;;;;;0,07;0,1120581;;;817;Quarter-hourly average price final;;;92.61;2025-12-27T07:00:00+01:00;;;70;70,00;;;
;;2025122708;;;;;;;0,0843;0,1168739;;;817;Quarter-hourly average price final;;;96.59;2025-12-27T08:00:00+01:00;;;84.3;84,3;;;
;;2025122709;;;;;;;0,09741;0,1189551;;;817;Quarter-hourly average price final;;;98.31;2025-12-27T09:00:00+01:00;;;97.41;97,41;;;
;;2025122710;;;;;;;0,08499;0,1025959;;;817;Quarter-hourly average price final;;;84.79;2025-12-27T10:00:00+01:00;;;84.99;84,99;;;
;;2025122711;;;;;;;0,07;0,0945978;;;817;Quarter-hourly average price final;;;78.18;2025-12-27T11:00:00+01:00;;;70;70,00;;;
;;2025122712;;;;;;;0,06862;0,09559;;;817;Quarter-hourly average price final;;;79;2025-12-27T12:00:00+01:00;;;68.62;68,62;;;
;;2025122713;;;;;;;0,06901;0,095348;;;817;Quarter-hourly average price final;;;78.8;2025-12-27T13:00:00+01:00;;;69.01;69,01;;;
;;2025122714;;;;;;;0,06888;0,0948277;;;817;Quarter-hourly average price final;;;78.37;2025-12-27T14:00:00+01:00;;;68.88;68,88;;;
;;2025122715;;;;;;;0,06935;0,0967032;;;817;Quarter-hourly average price final;;;79.92;2025-12-27T15:00:00+01:00;;;69.35;69,35;;;
;;2025122716;;;;;;;0,07391;0,1100495;;;817;Quarter-hourly average price final;;;90.95;2025-12-27T16:00:00+01:00;;;73.91;73,91;;;
;;2025122717;;;;;;;0,08711;0,1213388;;;817;Quarter-hourly average price final;;;100.28;2025-12-27T17:00:00+01:00;;;87.11;87,11;;;
;;2025122718;;;;;;;0,09278;0,1314181;;;817;Quarter-hourly average price final;;;108.61;2025-12-27T18:00:00+01:00;;;92.78;92,78;;;
;;2025122719;;;;;;;0,095;0,1350118;;;817;Quarter-hourly average price final;;;111.58;2025-12-27T19:00:00+01:00;;;95;95,00;;;
;;2025122720;;;;;;;0,09196;0,1281148;;;817;Quarter-hourly average price final;;;105.88;2025-12-27T20:00:00+01:00;;;91.96;91,96;;;
;;2025122721;;;;;;;0,08804;0,1169828;;;817;Quarter-hourly average price final;;;96.68;2025-12-27T21:00:00+01:00;;;88.04;88,04;;;
;;2025122722;;;;;;;0,085;0,1128083;;;817;Quarter-hourly average price final;;;93.23;2025-12-27T22:00:00+01:00;;;85;85,00;;;
;;2025122723;;;;;;;0,08646;0,1043746;;;817;Quarter-hourly average price final;;;86.26;2025-12-27T23:00:00+01:00;;;86.46;86,46;;;
;;2025122800;;;;;;;0,07;0,0971146;;;817;Quarter-hourly average price final;;;80.26;2025-12-28T00:00:00+01:00;;;70;70,00;;;
;;2025122801;;;;;;;0,07;0,1008535;;;817;Quarter-hourly average price final;;;83.35;2025-12-28T01:00:00+01:00;;;70;70,00;;;
;;2025122802;;;;;;;0,05501;0,0917664;;;817;Quarter-hourly average price final;;;75.84;2025-12-28T02:00:00+01:00;;;55.01;55,01;;;
;;2025122803;;;;;;;0,05001;0,0882453;;;817;Quarter-hourly average price final;;;72.93;2025-12-28T03:00:00+01:00;;;50.01;50,01;;;
;;2025122804;;;;;;;0,04999;0,0888987;;;817;Quarter-hourly average price final;;;73.47;2025-12-28T04:00:00+01:00;;;49.99;49,99;;;
;;2025122805;;;;;;;0,052;0,0930006;;;817;Quarter-hourly average price final;;;76.86;2025-12-28T05:00:00+01:00;;;52;52,00;;;
;;2025122806;;;;;;;0,06012;0,1040116;;;817;Quarter-hourly average price final;;;85.96;2025-12-28T06:00:00+01:00;;;60.12;60,12;;;
;;2025122807;;;;;;;0,06914;0,1087427;;;817;Quarter-hourly average price final;;;89.87;2025-12-28T07:00:00+01:00;;;69.14;69,14;;;
;;2025122808;;;;;;;0,0747;0,121;;;817;Quarter-hourly average price final;;;100;2025-12-28T08:00:00+01:00;;;74.7;74,7;;;
;;2025122809;;;;;;;0,09;0,1222584;;;817;Quarter-hourly average price final;;;101.04;2025-12-28T09:00:00+01:00;;;90;90,00;;;
;;2025122810;;;;;;;0,08498;0,1122759;;;817;Quarter-hourly average price final;;;92.79;2025-12-28T10:00:00+01:00;;;84.98;84,98;;;
;;2025122811;;;;;;;0,07065;0,1025233;;;817;Quarter-hourly average price final;;;84.73;2025-12-28T11:00:00+01:00;;;70.65;70,65;;;
;;2025122812;;;;;;;0,07986;0,107448;;;817;Quarter-hourly average price final;;;88.8;2025-12-28T12:00:00+01:00;;;79.86;79,86;;;
;;2025122813;;;;;;;0,0766;0,1049433;;;817;Quarter-hourly average price final;;;86.73;2025-12-28T13:00:00+01:00;;;76.6;76,6;;;
;;2025122814;;;;;;;0,07467;0,1067946;;;817;Quarter-hourly average price final;;;88.26;2025-12-28T14:00:00+01:00;;;74.67;74,67;;;
;;2025122815;;;;;;;0,07874;0,1133649;;;817;Quarter-hourly average price final;;;93.69;2025-12-28T15:00:00+01:00;;;78.74;78,74;;;
;;2025122816;;;;;;;0,08169;0,1238919;;;817;Quarter-hourly average price final;;;102.39;2025-12-28T16:00:00+01:00;;;81.69;81,69;;;
;;2025122817;;;;;;;0,09593;0,1349513;;;817;Quarter-hourly average price final;;;111.53;2025-12-28T17:00:00+01:00;;;95.93;95,93;;;
;;2025122818;;;;;;;0,09846;0,1416789;;;817;Quarter-hourly average price final;;;117.09;2025-12-28T18:00:00+01:00;;;98.46;98,46;;;
;;2025122819;;;;;;;0,10368;0,1475595;;;817;Quarter-hourly average price final;;;121.95;2025-12-28T19:00:00+01:00;;;103.68;103,68;;;
;;2025122820;;;;;;;0,10844;0,147257;;;817;Quarter-hourly average price final;;;121.7;2025-12-28T20:00:00+01:00;;;108.44;108,44;;;
;;2025122821;;;;;;;0,10108;0,1365727;;;817;Quarter-hourly average price final;;;112.87;2025-12-28T21:00:00+01:00;;;101.08;101,08;;;
;;2025122822;;;;;;;0,10001;0,1302081;;;817;Quarter-hourly average price final;;;107.61;2025-12-28T22:00:00+01:00;;;100.01;100,01;;;
;;2025122823;;;;;;;0,09774;0,1197416;;;817;Quarter-hourly average price final;;;98.96;2025-12-28T23:00:00+01:00;;;97.74;97,74;;;
;;2025122900;;;;;;;0,10306;0,1379884;;;817;Quarter-hourly average price final;;;114.04;2025-12-29T00:00:00+01:00;;;103.06;103,06;;;
;;2025122901;;;;;;;0,09537;0,1331968;;;817;Quarter-hourly average price final;;;110.08;2025-12-29T01:00:00+01:00;;;95.37;95,37;;;
;;2025122902;;;;;;;0,09123;0,132132;;;817;Quarter-hourly average price final;;;109.2;2025-12-29T02:00:00+01:00;;;91.23;91,23;;;
;;2025122903;;;;;;;0,08961;0,1320957;;;817;Quarter-hourly average price final;;;109.17;2025-12-29T03:00:00+01:00;;;89.61;89,61;;;
;;2025122904;;;;;;;0,0875;0,1328338;;;817;Quarter-hourly average price final;;;109.78;2025-12-29T04:00:00+01:00;;;87.5;87,5;;;
;;2025122905;;;;;;;0,0875;0,1361371;;;817;Quarter-hourly average price final;;;112.51;2025-12-29T05:00:00+01:00;;;87.5;87,5;;;
;;2025122906;;;;;;;0,09754;0,1457324;;;817;Quarter-hourly average price final;;;120.44;2025-12-29T06:00:00+01:00;;;97.54;97,54;;;
;;2025122907;;;;;;;0,11048;0,1575904;;;817;Quarter-hourly average price final;;;130.24;2025-12-29T07:00:00+01:00;;;110.48;110,48;;;
;;2025122908;;;;;;;0,12303;0,1765269;;;817;Quarter-hourly average price final;;;145.89;2025-12-29T08:00:00+01:00;;;123.03;123,03;;;
;;2025122909;;;;;;;0,12659;0,1613656;;;817;Quarter-hourly average price final;;;133.36;2025-12-29T09:00:00+01:00;;;126.59;126,59;;;
;;2025122910;;;;;;;0,10947;0,1377222;;;817;Quarter-hourly average price final;;;113.82;2025-12-29T10:00:00+01:00;;;109.47;109,47;;;
;;2025122911;;;;;;;0,0985;0,1238556;;;817;Quarter-hourly average price final;;;102.36;2025-12-29T11:00:00+01:00;;;98.5;98,5;;;
;;2025122912;;;;;;;0,09192;0,1170191;;;817;Quarter-hourly average price final;;;96.71;2025-12-29T12:00:00+01:00;;;91.92;91,92;;;
;;2025122913;;;;;;;0,09;0,1178056;;;817;Quarter-hourly average price final;;;97.36;2025-12-29T13:00:00+01:00;;;90;90,00;;;
;;2025122914;;;;;;;0,09038;0,1244485;;;817;Quarter-hourly average price final;;;102.85;2025-12-29T14:00:00+01:00;;;90.38;90,38;;;
;;2025122915;;;;;;;0,09129;0,1345762;;;817;Quarter-hourly average price final;;;111.22;2025-12-29T15:00:00+01:00;;;91.29;91,29;;;
;;2025122916;;;;;;;0,09673;0,1407351;;;817;Quarter-hourly average price final;;;116.31;2025-12-29T16:00:00+01:00;;;96.73;96,73;;;
;;2025122917;;;;;;;0,1045;0,1566708;;;817;Quarter-hourly average price final;;;129.48;2025-12-29T17:00:00+01:00;;;104.5;104,5;;;
;;2025122918;;;;;;;0,11608;0,1748934;;;817;Quarter-hourly average price final;;;144.54;2025-12-29T18:00:00+01:00;;;116.08;116,08;;;
;;2025122919;;;;;;;0,12;0,1760066;;;817;Quarter-hourly average price final;;;145.46;2025-12-29T19:00:00+01:00;;;120;120,00;;;
;;2025122920;;;;;;;0,155;0,2052644;;;817;Quarter-hourly average price final;;;169.64;2025-12-29T20:00:00+01:00;;;155;155,00;;;
;;2025122921;;;;;;;0,1655;0,1911195;;;817;Quarter-hourly average price final;;;157.95;2025-12-29T21:00:00+01:00;;;165.5;165,5;;;
;;2025122922;;;;;;;0,13351;0,1615834;;;817;Quarter-hourly average price final;;;133.54;2025-12-29T22:00:00+01:00;;;133.51;133,51;;;
;;2025122923;;;;;;;0,1057;0,1393073;;;817;Quarter-hourly average price final;;;115.13;2025-12-29T23:00:00+01:00;;;105.7;105,7;;;
;;2025123000;;;;;;;0,10774;0,1376496;;;817;Quarter-hourly average price final;;;113.76;2025-12-30T00:00:00+01:00;;;107.74;107,74;;;
;;2025123001;;;;;;;0,10355;0,131769;;;817;Quarter-hourly average price final;;;108.9;2025-12-30T01:00:00+01:00;;;103.55;103,55;;;
;;2025123002;;;;;;;0,09237;0,1236015;;;817;Quarter-hourly average price final;;;102.15;2025-12-30T02:00:00+01:00;;;92.37;92,37;;;
;;2025123003;;;;;;;0,08835;0,1233474;;;817;Quarter-hourly average price final;;;101.94;2025-12-30T03:00:00+01:00;;;88.35;88,35;;;
;;2025123004;;;;;;;0,08356;0,1201893;;;817;Quarter-hourly average price final;;;99.33;2025-12-30T04:00:00+01:00;;;83.56;83,56;;;
;;2025123005;;;;;;;0,0814;0,1201288;;;817;Quarter-hourly average price final;;;99.28;2025-12-30T05:00:00+01:00;;;81.4;81,4;;;
;;2025123006;;;;;;;0,08062;0,1184106;;;817;Quarter-hourly average price final;;;97.86;2025-12-30T06:00:00+01:00;;;80.62;80,62;;;
;;2025123007;;;;;;;0,082;0,1222947;;;817;Quarter-hourly average price final;;;101.07;2025-12-30T07:00:00+01:00;;;82;82,00;;;
;;2025123008;;;;;;;0,0975;0,1349997;;;817;Quarter-hourly average price final;;;111.57;2025-12-30T08:00:00+01:00;;;97.5;97,5;;;
;;2025123009;;;;;;;0,1046;0,1286956;;;817;Quarter-hourly average price final;;;106.36;2025-12-30T09:00:00+01:00;;;104.6;104,6;;;
;;2025123010;;;;;;;0,09673;0,1129656;;;817;Quarter-hourly average price final;;;93.36;2025-12-30T10:00:00+01:00;;;96.73;96,73;;;
;;2025123011;;;;;;;0,0814;0,105391;;;817;Quarter-hourly average price final;;;87.1;2025-12-30T11:00:00+01:00;;;81.4;81,4;;;
;;2025123012;;;;;;;0,07897;0,1029347;;;817;Quarter-hourly average price final;;;85.07;2025-12-30T12:00:00+01:00;;;78.97;78,97;;;s
;;2025123013;;;;;;;0,07283;0,1024507;;;817;Quarter-hourly average price final;;;84.67;2025-12-30T13:00:00+01:00;;;72.83;72,83;;;
;;2025123014;;;;;;;0,07008;0,0986271;;;817;Quarter-hourly average price final;;;81.51;2025-12-30T14:00:00+01:00;;;70.08;70,08;;;
;;2025123015;;;;;;;0,06673;0,1020877;;;817;Quarter-hourly average price final;;;84.37;2025-12-30T15:00:00+01:00;;;66.73;66,73;;;
;;2025123016;;;;;;;0,0804;0,1170191;;;817;Quarter-hourly average price final;;;96.71;2025-12-30T16:00:00+01:00;;;80.4;80,4;;;
;;2025123017;;;;;;;0,08983;0,1335235;;;817;Quarter-hourly average price final;;;110.35;2025-12-30T17:00:00+01:00;;;89.83;89,83;;;
;;2025123018;;;;;;;0,1022;0,1452847;;;817;Quarter-hourly average price final;;;120.07;2025-12-30T18:00:00+01:00;;;102.2;102,2;;;
;;2025123019;;;;;;;0,10683;0,146894;;;817;Quarter-hourly average price final;;;121.4;2025-12-30T19:00:00+01:00;;;106.83;106,83;;;
;;2025123020;;;;;;;0,10501;0,144837;;;817;Quarter-hourly average price final;;;119.7;2025-12-30T20:00:00+01:00;;;105.01;105,01;;;
;;2025123021;;;;;;;0,10798;0,1444498;;;817;Quarter-hourly average price final;;;119.38;2025-12-30T21:00:00+01:00;;;107.98;107,98;;;
;;2025123022;;;;;;;0,1075;0,1400212;;;817;Quarter-hourly average price final;;;115.72;2025-12-30T22:00:00+01:00;;;107.5;107,5;;;
;;2025123023;;;;;;;0,10694;0,1401664;;;817;Quarter-hourly average price final;;;115.84;2025-12-30T23:00:00+01:00;;;106.94;106,94;;;
;;2025123100;;;;;;;0,10501;0,134552;;;817;Quarter-hourly average price final;;;111.2;2025-12-31T00:00:00+01:00;;;105.01;105,01;;;
;;2025123101;;;;;;;0,0905;0,121121;;;817;Quarter-hourly average price final;;;100.1;2025-12-31T01:00:00+01:00;;;90.5;90,5;;;
;;2025123102;;;;;;;0,08354;0,1178419;;;817;Quarter-hourly average price final;;;97.39;2025-12-31T02:00:00+01:00;;;83.54;83,54;;;
;;2025123103;;;;;;;0,08;0,1142482;;;817;Quarter-hourly average price final;;;94.42;2025-12-31T03:00:00+01:00;;;80;80,00;;;
;;2025123104;;;;;;;0,07501;0,113377;;;817;Quarter-hourly average price final;;;93.7;2025-12-31T04:00:00+01:00;;;75.01;75,01;;;
;;2025123105;;;;;;;0,07505;0,1156034;;;817;Quarter-hourly average price final;;;95.54;2025-12-31T05:00:00+01:00;;;75.05;75,05;;;
;;2025123106;;;;;;;0,07782;0,1202377;;;817;Quarter-hourly average price final;;;99.37;2025-12-31T06:00:00+01:00;;;77.82;77,82;;;
;;2025123107;;;;;;;0,08621;0,1296757;;;817;Quarter-hourly average price final;;;107.17;2025-12-31T07:00:00+01:00;;;86.21;86,21;;;
;;2025123108;;;;;;;0,10471;0,1437722;;;817;Quarter-hourly average price final;;;118.82;2025-12-31T08:00:00+01:00;;;104.71;104,71;;;
;;2025123109;;;;;;;0,10758;0,144232;;;817;Quarter-hourly average price final;;;119.2;2025-12-31T09:00:00+01:00;;;107.58;107,58;;;
;;2025123110;;;;;;;0,10478;0,1301718;;;817;Quarter-hourly average price final;;;107.58;2025-12-31T10:00:00+01:00;;;104.78;104,78;;;
;;2025123111;;;;;;;0,08932;0,1152162;;;817;Quarter-hourly average price final;;;95.22;2025-12-31T11:00:00+01:00;;;89.32;89,32;;;
;;2025123112;;;;;;;0,0833;0,1109086;;;817;Quarter-hourly average price final;;;91.66;2025-12-31T12:00:00+01:00;;;83.3;83,3;;;
;;2025123113;;;;;;;0,0831;0,1139941;;;817;Quarter-hourly average price final;;;94.21;2025-12-31T13:00:00+01:00;;;83.1;83,1;;;
;;2025123114;;;;;;;0,08304;0,1163415;;;817;Quarter-hourly average price final;;;96.15;2025-12-31T14:00:00+01:00;;;83.04;83,04;;;
;;2025123115;;;;;;;0,08658;0,1262756;;;817;Quarter-hourly average price final;;;104.36;2025-12-31T15:00:00+01:00;;;86.58;86,58;;;
;;2025123116;;;;;;;0,09402;0,1397429;;;817;Quarter-hourly average price final;;;115.49;2025-12-31T16:00:00+01:00;;;94.02;94,02;;;
;;2025123117;;;;;;;0,10873;0,1525205;;;817;Quarter-hourly average price final;;;126.05;2025-12-31T17:00:00+01:00;;;108.73;108,73;;;
;;2025123118;;;;;;;0,11582;0,1744215;;;817;Quarter-hourly average price final;;;144.15;2025-12-31T18:00:00+01:00;;;115.82;115,82;;;
;;2025123119;;;;;;;0,13;0,1818267;;;817;Quarter-hourly average price final;;;150.27;2025-12-31T19:00:00+01:00;;;130;130,00;;;
;;2025123120;;;;;;;0,13724;0,1771319;;;817;Quarter-hourly average price final;;;146.39;2025-12-31T20:00:00+01:00;;;137.24;137,24;;;
;;2025123121;;;;;;;0,12308;0,1570217;;;817;Quarter-hourly average price final;;;129.77;2025-12-31T21:00:00+01:00;;;123.08;123,08;;;
;;2025123122;;;;;;;0,10874;0,1401422;;;817;Quarter-hourly average price final;;;115.82;2025-12-31T22:00:00+01:00;;;108.74;108,74;;;
;;2025123123;;;;;;;0,10501;0,1314907;;;817;Quarter-hourly average price final;;;108.67;2025-12-31T23:00:00+01:00;;;105.01;105,01;;;
